ABBREV,DATA,YEAR,PUFID,URL
OP,Event File - Outpatient Visits,2007,HC-110F,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-110F
ER,Event File - Emergency Room Visits,2007,HC-110E,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-110E
IP,Event File - Hospital Inpatient Stays,2007,HC-110D,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-110D
OM,Event File - Other Medical Expenses,2007,HC-110C,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-110C
DV,Event File - Dental Visits,2007,HC-110B,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-110B
RX,Event File - Prescribed Medicines,2007,HC-110A,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-110A
PIT,Point-In-Time (1996-2019),2008,HC-109,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-109
JOBS,Jobs File,2007,HC-108,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-108
FYC,Full-Year Consolidated File,2006,HC-105,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-105
COND,Medical Conditions,2006,HC-104,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-104
PRPL,Person Round Plan,2006,HC-103,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-103
CLNK,Linkage: Condition-Event Link,2006,HC-102I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102I
RXLK,Linkage: RX-Event Link,2006,HC-102I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102I
HH,Event File - Home Health,2006,HC-102H,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102H
OB,Event File - Office-Based Medical Provider Visits,2006,HC-102G,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102G
OP,Event File - Outpatient Visits,2006,HC-102F,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102F
ER,Event File - Emergency Room Visits,2006,HC-102E,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102E
IP,Event File - Hospital Inpatient Stays,2006,HC-102D,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102D
OM,Event File - Other Medical Expenses,2006,HC-102C,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102C
DV,Event File - Dental Visits,2006,HC-102B,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102B
RX,Event File - Prescribed Medicines,2006,HC-102A,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-102A
PIT,Point-In-Time (1996-2019),2007,HC-101,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-101
JOBS,Jobs File,2006,HC-100,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-100
FYC,Full-Year Consolidated File,2005,HC-097,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-097
COND,Medical Conditions,2005,HC-096,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-096
PRPL,Person Round Plan,2005,HC-095,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-095
CLNK,Linkage: Condition-Event Link,2005,HC-094I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094I
RXLK,Linkage: RX-Event Link,2005,HC-094I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094I
HH,Event File - Home Health,2005,HC-094H,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094H
OB,Event File - Office-Based Medical Provider Visits,2005,HC-094G,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094G
OP,Event File - Outpatient Visits,2005,HC-094F,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094F
ER,Event File - Emergency Room Visits,2005,HC-094E,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094E
IP,Event File - Hospital Inpatient Stays,2005,HC-094D,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094D
OM,Event File - Other Medical Expenses,2005,HC-094C,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094C
DV,Event File - Dental Visits,2005,HC-094B,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094B
RX,Event File - Prescribed Medicines,2005,HC-094A,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-094A
PIT,Point-In-Time (1996-2019),2006,HC-093,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-093
JOBS,Jobs File,2005,HC-091,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-091
FYC,Full-Year Consolidated File,2004,HC-089,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-089
PRPL,Person Round Plan,2004,HC-088,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-088
COND,Medical Conditions,2004,HC-087,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-087
CLNK,Linkage: Condition-Event Link,2004,HC-085I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085I
RXLK,Linkage: RX-Event Link,2004,HC-085I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085I
HH,Event File - Home Health,2004,HC-085H,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085H
OB,Event File - Office-Based Medical Provider Visits,2004,HC-085G,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085G
OP,Event File - Outpatient Visits,2004,HC-085F,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085F
ER,Event File - Emergency Room Visits,2004,HC-085E,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085E
IP,Event File - Hospital Inpatient Stays,2004,HC-085D,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085D
OM,Event File - Other Medical Expenses,2004,HC-085C,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085C
DV,Event File - Dental Visits,2004,HC-085B,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085B
RX,Event File - Prescribed Medicines,2004,HC-085A,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-085A
PIT,Point-In-Time (1996-2019),2005,HC-084,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-084
JOBS,Jobs File,2004,HC-083,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-083
FYC,Full-Year Consolidated File,2003,HC-079,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-079
COND,Medical Conditions,2003,HC-078,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-078
CLNK,Linkage: Condition-Event Link,2003,HC-077I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077I
RXLK,Linkage: RX-Event Link,2003,HC-077I,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077I
HH,Event File - Home Health,2003,HC-077H,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077H
OB,Event File - Office-Based Medical Provider Visits,2003,HC-077G,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077G
OP,Event File - Outpatient Visits,2003,HC-077F,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077F
ER,Event File - Emergency Room Visits,2003,HC-077E,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077E
IP,Event File - Hospital Inpatient Stays,2003,HC-077D,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077D
OM,Event File - Other Medical Expenses,2003,HC-077C,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077C
DV,Event File - Dental Visits,2003,HC-077B,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077B
RX,Event File - Prescribed Medicines,2003,HC-077A,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-077A
PRPL,Person Round Plan,2003,HC-076,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-076
PIT,Point-In-Time (1996-2019),2004,HC-075,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-075
JOBS,Jobs File,2003,HC-074,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-074
FYC,Full-Year Consolidated File,2002,HC-070,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-070
COND,Medical Conditions,2002,HC-069,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-069
RX-Multum,Supplemental - Multum Lexicon Addendum to PMED Event Files (1996-2013),2013,HC-068,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-068
RX-Multum,Supplemental - Multum Lexicon Addendum to PMED Event Files (1996-2013),2012,HC-068,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-068
RX-Multum,Supplemental - Multum Lexicon Addendum to PMED Event Files (1996-2013),2011,HC-068,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-068
RX-Multum,Supplemental - Multum Lexicon Addendum to PMED Event Files (1996-2013),2010,HC-068,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-068
